# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210907_Std2_3/: 13C
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5
# plane	POL=1		POL=1		POL=0		POL=1		POL=0	
16	2.000e+00	1.414e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00
17	1.000e+00	1.000e+00	0.000e+00	0.000e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00
18	1.000e+00	1.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00
19	1.000e+00	1.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00
20	0.000e+00	0.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
21	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
22	4.000e+00	2.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
23	2.000e+00	1.414e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00
24	0.000e+00	0.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00
25	1.000e+00	1.000e+00	2.000e+00	1.414e+00	3.000e+00	1.732e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
26	5.000e+00	2.236e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	5.000e+00	2.236e+00	1.000e+00	1.000e+00
27	3.000e+00	1.732e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00
28	2.000e+00	1.414e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00
29	1.000e+00	1.000e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
30	2.000e+00	1.414e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00
31	5.000e+00	2.236e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00
32	2.000e+00	1.414e+00	4.000e+00	2.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00
33	3.000e+00	1.732e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	4.000e+00	2.000e+00	1.000e+00	1.000e+00
34	3.000e+00	1.732e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	7.000e+00	2.646e+00	1.000e+00	1.000e+00
35	7.000e+00	2.646e+00	2.000e+00	1.414e+00	3.000e+00	1.732e+00	5.000e+00	2.236e+00	1.000e+00	1.000e+00
36	4.000e+00	2.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	9.000e+00	3.000e+00	0.000e+00	0.000e+00
37	4.000e+00	2.000e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00
38	3.000e+00	1.732e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	5.000e+00	2.236e+00	1.000e+00	1.000e+00
39	1.000e+01	3.162e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00	6.000e+00	2.449e+00	2.000e+00	1.414e+00
40	4.000e+00	2.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	8.000e+00	2.828e+00	1.000e+00	1.000e+00
41	7.000e+00	2.646e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	5.000e+00	2.236e+00	2.000e+00	1.414e+00
42	1.200e+01	3.464e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00	7.000e+00	2.646e+00	1.000e+00	1.000e+00
43	7.000e+00	2.646e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	4.000e+00	2.000e+00	1.000e+00	1.000e+00
44	4.000e+00	2.000e+00	4.000e+00	2.000e+00	3.000e+00	1.732e+00	5.000e+00	2.236e+00	1.000e+00	1.000e+00
45	6.000e+00	2.449e+00	4.000e+00	2.000e+00	3.000e+00	1.732e+00	1.000e+01	3.162e+00	0.000e+00	0.000e+00
46	9.000e+00	3.000e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	5.000e+00	2.236e+00	0.000e+00	0.000e+00
47	1.100e+01	3.317e+00	8.000e+00	2.828e+00	5.000e+00	2.236e+00	7.000e+00	2.646e+00	2.000e+00	1.414e+00
48	6.000e+00	2.449e+00	3.000e+00	1.732e+00	4.000e+00	2.000e+00	7.000e+00	2.646e+00	1.000e+00	1.000e+00
49	1.500e+01	3.873e+00	6.000e+00	2.449e+00	5.000e+00	2.236e+00	6.000e+00	2.449e+00	0.000e+00	0.000e+00
50	1.400e+01	3.742e+00	2.000e+00	1.414e+00	3.000e+00	1.732e+00	1.000e+01	3.162e+00	0.000e+00	0.000e+00
51	1.100e+01	3.317e+00	7.000e+00	2.646e+00	1.000e+00	1.000e+00	1.000e+01	3.162e+00	1.000e+00	1.000e+00
52	1.100e+01	3.317e+00	4.000e+00	2.000e+00	2.000e+00	1.414e+00	8.000e+00	2.828e+00	3.000e+00	1.732e+00
53	1.500e+01	3.873e+00	5.000e+00	2.236e+00	2.000e+00	1.414e+00	1.100e+01	3.317e+00	3.000e+00	1.732e+00
54	1.300e+01	3.606e+00	6.000e+00	2.449e+00	2.000e+00	1.414e+00	1.500e+01	3.873e+00	1.000e+00	1.000e+00
55	1.300e+01	3.606e+00	7.000e+00	2.646e+00	5.000e+00	2.236e+00	1.200e+01	3.464e+00	1.000e+00	1.000e+00
56	7.000e+00	2.646e+00	5.000e+00	2.236e+00	1.000e+00	1.000e+00	9.000e+00	3.000e+00	5.000e+00	2.236e+00
57	1.400e+01	3.742e+00	4.000e+00	2.000e+00	3.000e+00	1.732e+00	5.000e+00	2.236e+00	3.000e+00	1.732e+00
58	1.100e+01	3.317e+00	6.000e+00	2.449e+00	5.000e+00	2.236e+00	1.100e+01	3.317e+00	1.000e+00	1.000e+00
