# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210907_Std2_3/: 12C15N
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5
# plane	POL=0		POL=0		POL=0		POL=0		POL=0	
20	5.000e+00	2.236e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00
21	3.000e+00	1.732e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00	9.000e+00	3.000e+00	1.000e+00	1.000e+00
22	3.000e+00	1.732e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	4.000e+00	2.000e+00	1.000e+00	1.000e+00
23	6.000e+00	2.449e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	5.000e+00	2.236e+00	0.000e+00	0.000e+00
24	5.000e+00	2.236e+00	1.000e+00	1.000e+00	3.000e+00	1.732e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00
25	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00
26	8.000e+00	2.828e+00	3.000e+00	1.732e+00	4.000e+00	2.000e+00	3.000e+00	1.732e+00	2.000e+00	1.414e+00
27	5.000e+00	2.236e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
28	4.000e+00	2.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00
29	2.000e+00	1.414e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00
30	5.000e+00	2.236e+00	2.000e+00	1.414e+00	4.000e+00	2.000e+00	4.000e+00	2.000e+00	3.000e+00	1.732e+00
31	2.000e+00	1.414e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
32	1.000e+00	1.000e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00
33	3.000e+00	1.732e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00
34	4.000e+00	2.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	5.000e+00	2.236e+00	0.000e+00	0.000e+00
35	4.000e+00	2.000e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00
36	3.000e+00	1.732e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00	4.000e+00	2.000e+00	1.000e+00	1.000e+00
37	4.000e+00	2.000e+00	3.000e+00	1.732e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
38	1.000e+00	1.000e+00	2.000e+00	1.414e+00	4.000e+00	2.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
39	3.000e+00	1.732e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00
40	2.000e+00	1.414e+00	5.000e+00	2.236e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00
41	5.000e+00	2.236e+00	2.000e+00	1.414e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00	3.000e+00	1.732e+00
42	2.000e+00	1.414e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00	4.000e+00	2.000e+00	0.000e+00	0.000e+00
43	3.000e+00	1.732e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
44	4.000e+00	2.000e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
45	2.000e+00	1.414e+00	4.000e+00	2.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00
46	5.000e+00	2.236e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00
47	4.000e+00	2.000e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
48	3.000e+00	1.732e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
49	7.000e+00	2.646e+00	2.000e+00	1.414e+00	4.000e+00	2.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00
50	2.000e+00	1.414e+00	1.000e+00	1.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00
51	1.000e+00	1.000e+00	2.000e+00	1.414e+00	4.000e+00	2.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
52	4.000e+00	2.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	4.000e+00	2.000e+00	1.000e+00	1.000e+00
53	3.000e+00	1.732e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00
54	4.000e+00	2.000e+00	2.000e+00	1.414e+00	1.000e+00	1.000e+00	3.000e+00	1.732e+00	1.000e+00	1.000e+00
55	2.000e+00	1.414e+00	1.000e+00	1.000e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	2.000e+00	1.414e+00
56	3.000e+00	1.732e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
57	2.000e+00	1.414e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00
58	5.000e+00	2.236e+00	0.000e+00	0.000e+00	2.000e+00	1.414e+00	3.000e+00	1.732e+00	0.000e+00	0.000e+00
