# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210908_std2_5/: 12C2
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=2		POL=1		POL=1		POL=4		POL=3		POL=2		POL=3		POL=5		POL=2		POL=1		POL=1		POL=3	
11	1.699e+03	4.122e+01	1.161e+04	1.077e+02	7.833e+03	8.850e+01	1.106e+04	1.052e+02	1.476e+04	1.215e+02	9.701e+03	9.849e+01	9.170e+03	9.576e+01	1.462e+04	1.209e+02	1.276e+04	1.130e+02	1.337e+04	1.156e+02	1.058e+04	1.029e+02	1.185e+04	1.088e+02
12	1.708e+03	4.133e+01	1.211e+04	1.101e+02	8.450e+03	9.192e+01	1.143e+04	1.069e+02	1.558e+04	1.248e+02	1.021e+04	1.011e+02	9.749e+03	9.874e+01	1.514e+04	1.231e+02	1.351e+04	1.162e+02	1.381e+04	1.175e+02	1.140e+04	1.068e+02	1.258e+04	1.122e+02
13	1.842e+03	4.292e+01	1.288e+04	1.135e+02	8.781e+03	9.371e+01	1.214e+04	1.102e+02	1.612e+04	1.270e+02	1.066e+04	1.033e+02	1.012e+04	1.006e+02	1.560e+04	1.249e+02	1.430e+04	1.196e+02	1.461e+04	1.209e+02	1.169e+04	1.081e+02	1.320e+04	1.149e+02
14	1.830e+03	4.278e+01	1.347e+04	1.161e+02	9.189e+03	9.586e+01	1.274e+04	1.129e+02	1.699e+04	1.304e+02	1.111e+04	1.054e+02	1.044e+04	1.022e+02	1.617e+04	1.272e+02	1.510e+04	1.229e+02	1.541e+04	1.241e+02	1.221e+04	1.105e+02	1.394e+04	1.181e+02
15	1.954e+03	4.420e+01	1.377e+04	1.173e+02	9.582e+03	9.789e+01	1.333e+04	1.155e+02	1.766e+04	1.329e+02	1.166e+04	1.080e+02	1.109e+04	1.053e+02	1.691e+04	1.300e+02	1.600e+04	1.265e+02	1.589e+04	1.261e+02	1.293e+04	1.137e+02	1.464e+04	1.210e+02
16	1.886e+03	4.343e+01	1.436e+04	1.199e+02	9.821e+03	9.910e+01	1.369e+04	1.170e+02	1.840e+04	1.356e+02	1.228e+04	1.108e+02	1.136e+04	1.066e+02	1.786e+04	1.336e+02	1.657e+04	1.287e+02	1.685e+04	1.298e+02	1.319e+04	1.148e+02	1.529e+04	1.237e+02
17	1.995e+03	4.467e+01	1.513e+04	1.230e+02	1.022e+04	1.011e+02	1.454e+04	1.206e+02	1.898e+04	1.378e+02	1.295e+04	1.138e+02	1.170e+04	1.082e+02	1.832e+04	1.354e+02	1.699e+04	1.303e+02	1.692e+04	1.301e+02	1.371e+04	1.171e+02	1.610e+04	1.269e+02
18	1.884e+03	4.341e+01	1.548e+04	1.244e+02	1.050e+04	1.025e+02	1.507e+04	1.228e+02	2.001e+04	1.414e+02	1.362e+04	1.167e+02	1.203e+04	1.097e+02	1.887e+04	1.374e+02	1.816e+04	1.348e+02	1.754e+04	1.324e+02	1.442e+04	1.201e+02	1.681e+04	1.296e+02
19	1.961e+03	4.428e+01	1.613e+04	1.270e+02	1.087e+04	1.043e+02	1.542e+04	1.242e+02	2.062e+04	1.436e+02	1.406e+04	1.186e+02	1.257e+04	1.121e+02	1.970e+04	1.404e+02	1.874e+04	1.369e+02	1.800e+04	1.342e+02	1.483e+04	1.218e+02	1.741e+04	1.319e+02
20	2.093e+03	4.575e+01	1.660e+04	1.289e+02	1.110e+04	1.054e+02	1.614e+04	1.270e+02	2.139e+04	1.462e+02	1.468e+04	1.212e+02	1.324e+04	1.151e+02	2.029e+04	1.424e+02	1.976e+04	1.406e+02	1.906e+04	1.381e+02	1.526e+04	1.235e+02	1.774e+04	1.332e+02
21	2.233e+03	4.725e+01	1.715e+04	1.310e+02	1.176e+04	1.085e+02	1.678e+04	1.296e+02	2.198e+04	1.482e+02	1.545e+04	1.243e+02	1.338e+04	1.157e+02	2.102e+04	1.450e+02	2.043e+04	1.429e+02	1.946e+04	1.395e+02	1.602e+04	1.266e+02	1.841e+04	1.357e+02
22	2.282e+03	4.777e+01	1.817e+04	1.348e+02	1.231e+04	1.109e+02	1.763e+04	1.328e+02	2.296e+04	1.515e+02	1.611e+04	1.269e+02	1.388e+04	1.178e+02	2.177e+04	1.475e+02	2.119e+04	1.456e+02	1.988e+04	1.410e+02	1.677e+04	1.295e+02	1.941e+04	1.393e+02
23	2.277e+03	4.772e+01	1.846e+04	1.359e+02	1.257e+04	1.121e+02	1.810e+04	1.346e+02	2.378e+04	1.542e+02	1.660e+04	1.288e+02	1.426e+04	1.194e+02	2.255e+04	1.502e+02	2.212e+04	1.487e+02	2.103e+04	1.450e+02	1.693e+04	1.301e+02	2.050e+04	1.432e+02
24	2.508e+03	5.008e+01	1.937e+04	1.392e+02	1.269e+04	1.127e+02	1.850e+04	1.360e+02	2.482e+04	1.575e+02	1.736e+04	1.318e+02	1.450e+04	1.204e+02	2.342e+04	1.530e+02	2.313e+04	1.521e+02	2.152e+04	1.467e+02	1.766e+04	1.329e+02	2.074e+04	1.440e+02
25	2.446e+03	4.946e+01	1.956e+04	1.398e+02	1.326e+04	1.151e+02	1.928e+04	1.389e+02	2.544e+04	1.595e+02	1.782e+04	1.335e+02	1.530e+04	1.237e+02	2.367e+04	1.538e+02	2.405e+04	1.551e+02	2.190e+04	1.480e+02	1.848e+04	1.359e+02	2.138e+04	1.462e+02
