# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210908_std2_5/: 12C
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11	MEAN12	Poiss_E12
# plane	POL=2		POL=2		POL=2		POL=2		POL=2		POL=2		POL=2		POL=2		POL=2		POL=2		POL=2		POL=2	
11	1.690e+02	1.300e+01	1.071e+03	3.273e+01	7.110e+02	2.666e+01	1.144e+03	3.382e+01	1.708e+03	4.133e+01	1.128e+03	3.359e+01	8.600e+02	2.933e+01	1.418e+03	3.766e+01	1.514e+03	3.891e+01	1.367e+03	3.697e+01	1.048e+03	3.237e+01	1.234e+03	3.513e+01
12	1.620e+02	1.273e+01	1.175e+03	3.428e+01	7.380e+02	2.717e+01	1.229e+03	3.506e+01	1.786e+03	4.226e+01	1.154e+03	3.397e+01	9.610e+02	3.100e+01	1.448e+03	3.805e+01	1.624e+03	4.030e+01	1.455e+03	3.814e+01	1.084e+03	3.292e+01	1.320e+03	3.633e+01
13	1.760e+02	1.327e+01	1.259e+03	3.548e+01	7.740e+02	2.782e+01	1.306e+03	3.614e+01	1.994e+03	4.465e+01	1.198e+03	3.461e+01	1.030e+03	3.209e+01	1.588e+03	3.985e+01	1.808e+03	4.252e+01	1.587e+03	3.984e+01	1.142e+03	3.379e+01	1.342e+03	3.663e+01
14	1.930e+02	1.389e+01	1.328e+03	3.644e+01	7.940e+02	2.818e+01	1.320e+03	3.633e+01	2.041e+03	4.518e+01	1.335e+03	3.654e+01	1.050e+03	3.240e+01	1.659e+03	4.073e+01	1.855e+03	4.307e+01	1.668e+03	4.084e+01	1.201e+03	3.466e+01	1.461e+03	3.822e+01
15	1.830e+02	1.353e+01	1.391e+03	3.730e+01	8.620e+02	2.936e+01	1.476e+03	3.842e+01	2.183e+03	4.672e+01	1.395e+03	3.735e+01	1.164e+03	3.412e+01	1.826e+03	4.273e+01	2.100e+03	4.583e+01	1.735e+03	4.165e+01	1.335e+03	3.654e+01	1.664e+03	4.079e+01
16	1.950e+02	1.396e+01	1.493e+03	3.864e+01	9.580e+02	3.095e+01	1.558e+03	3.947e+01	2.289e+03	4.784e+01	1.496e+03	3.868e+01	1.163e+03	3.410e+01	1.840e+03	4.290e+01	2.205e+03	4.696e+01	1.799e+03	4.241e+01	1.360e+03	3.688e+01	1.639e+03	4.048e+01
17	2.110e+02	1.453e+01	1.560e+03	3.950e+01	9.320e+02	3.053e+01	1.681e+03	4.100e+01	2.485e+03	4.985e+01	1.654e+03	4.067e+01	1.237e+03	3.517e+01	1.927e+03	4.390e+01	2.326e+03	4.823e+01	1.936e+03	4.400e+01	1.450e+03	3.808e+01	1.884e+03	4.341e+01
18	2.160e+02	1.470e+01	1.606e+03	4.007e+01	1.093e+03	3.306e+01	1.715e+03	4.141e+01	2.727e+03	5.222e+01	1.621e+03	4.026e+01	1.260e+03	3.550e+01	2.067e+03	4.546e+01	2.257e+03	4.751e+01	2.009e+03	4.482e+01	1.547e+03	3.933e+01	2.050e+03	4.528e+01
19	2.600e+02	1.612e+01	1.762e+03	4.198e+01	1.101e+03	3.318e+01	1.849e+03	4.300e+01	2.844e+03	5.333e+01	1.722e+03	4.150e+01	1.343e+03	3.665e+01	2.225e+03	4.717e+01	2.618e+03	5.117e+01	2.134e+03	4.620e+01	1.651e+03	4.063e+01	2.022e+03	4.497e+01
20	2.590e+02	1.609e+01	1.966e+03	4.434e+01	1.122e+03	3.350e+01	1.932e+03	4.395e+01	2.861e+03	5.349e+01	1.923e+03	4.385e+01	1.455e+03	3.814e+01	2.329e+03	4.826e+01	2.773e+03	5.266e+01	2.198e+03	4.688e+01	1.846e+03	4.297e+01	2.103e+03	4.586e+01
21	2.610e+02	1.616e+01	1.980e+03	4.450e+01	1.224e+03	3.499e+01	2.066e+03	4.545e+01	3.145e+03	5.608e+01	2.045e+03	4.522e+01	1.447e+03	3.804e+01	2.448e+03	4.948e+01	2.962e+03	5.442e+01	2.330e+03	4.827e+01	1.834e+03	4.283e+01	2.276e+03	4.771e+01
22	2.740e+02	1.655e+01	2.145e+03	4.631e+01	1.279e+03	3.576e+01	2.248e+03	4.741e+01	3.237e+03	5.689e+01	2.082e+03	4.563e+01	1.591e+03	3.989e+01	2.681e+03	5.178e+01	3.088e+03	5.557e+01	2.469e+03	4.969e+01	1.902e+03	4.361e+01	2.401e+03	4.900e+01
23	2.980e+02	1.726e+01	2.269e+03	4.763e+01	1.377e+03	3.711e+01	2.318e+03	4.815e+01	3.477e+03	5.897e+01	2.200e+03	4.690e+01	1.628e+03	4.035e+01	2.761e+03	5.255e+01	3.361e+03	5.797e+01	2.637e+03	5.135e+01	2.084e+03	4.565e+01	2.473e+03	4.973e+01
24	3.050e+02	1.746e+01	2.379e+03	4.877e+01	1.373e+03	3.705e+01	2.466e+03	4.966e+01	3.577e+03	5.981e+01	2.378e+03	4.876e+01	1.742e+03	4.174e+01	2.935e+03	5.418e+01	3.473e+03	5.893e+01	2.682e+03	5.179e+01	2.282e+03	4.777e+01	2.691e+03	5.187e+01
25	2.720e+02	1.649e+01	2.497e+03	4.997e+01	1.469e+03	3.833e+01	2.645e+03	5.143e+01	3.785e+03	6.152e+01	2.429e+03	4.928e+01	1.846e+03	4.297e+01	3.216e+03	5.671e+01	3.818e+03	6.179e+01	2.724e+03	5.219e+01	2.288e+03	4.783e+01	2.856e+03	5.344e+01
