# /Users/nicolettemeyer/Documents/Dekas_Lab_Work/Hot2Cold/nanoSIMS_September_2021/20210909_std2_3/: 12C
# cell	MEAN1	Poiss_E1	MEAN2	Poiss_E2	MEAN3	Poiss_E3	MEAN4	Poiss_E4	MEAN5	Poiss_E5	MEAN6	Poiss_E6	MEAN7	Poiss_E7	MEAN8	Poiss_E8	MEAN9	Poiss_E9	MEAN10	Poiss_E10	MEAN11	Poiss_E11
# plane	POL=2		POL=2		POL=2		POL=2		POL=2		POL=1		POL=2		POL=2		POL=2		POL=2		POL=2	
11	1.644e+03	4.055e+01	6.950e+02	2.636e+01	2.084e+03	4.565e+01	1.497e+03	3.869e+01	6.390e+02	2.528e+01	1.834e+03	4.283e+01	9.440e+02	3.072e+01	1.594e+03	3.992e+01	1.059e+03	3.254e+01	8.260e+02	2.874e+01	2.198e+03	4.688e+01
12	1.711e+03	4.136e+01	7.940e+02	2.818e+01	2.160e+03	4.648e+01	1.597e+03	3.996e+01	6.700e+02	2.588e+01	1.859e+03	4.312e+01	9.830e+02	3.135e+01	1.702e+03	4.126e+01	1.122e+03	3.350e+01	8.350e+02	2.890e+01	2.432e+03	4.932e+01
13	1.866e+03	4.320e+01	7.750e+02	2.784e+01	2.293e+03	4.789e+01	1.752e+03	4.186e+01	7.230e+02	2.689e+01	1.860e+03	4.313e+01	1.018e+03	3.191e+01	1.817e+03	4.263e+01	1.185e+03	3.442e+01	8.940e+02	2.990e+01	2.514e+03	5.014e+01
14	1.945e+03	4.410e+01	8.380e+02	2.895e+01	2.515e+03	5.015e+01	1.718e+03	4.145e+01	6.890e+02	2.625e+01	1.885e+03	4.342e+01	1.134e+03	3.367e+01	1.826e+03	4.273e+01	1.342e+03	3.663e+01	1.051e+03	3.242e+01	2.568e+03	5.068e+01
15	2.122e+03	4.607e+01	8.650e+02	2.941e+01	2.542e+03	5.042e+01	1.966e+03	4.434e+01	7.950e+02	2.820e+01	2.005e+03	4.478e+01	1.139e+03	3.375e+01	2.055e+03	4.533e+01	1.367e+03	3.697e+01	1.014e+03	3.184e+01	2.836e+03	5.325e+01
16	2.308e+03	4.804e+01	9.490e+02	3.081e+01	2.688e+03	5.185e+01	1.972e+03	4.441e+01	7.710e+02	2.777e+01	2.239e+03	4.732e+01	1.321e+03	3.635e+01	2.210e+03	4.701e+01	1.429e+03	3.780e+01	1.147e+03	3.387e+01	2.925e+03	5.408e+01
17	2.353e+03	4.851e+01	9.800e+02	3.130e+01	2.841e+03	5.330e+01	2.120e+03	4.604e+01	8.540e+02	2.922e+01	2.252e+03	4.746e+01	1.277e+03	3.574e+01	2.234e+03	4.727e+01	1.495e+03	3.867e+01	1.230e+03	3.507e+01	3.091e+03	5.560e+01
18	2.568e+03	5.068e+01	1.098e+03	3.314e+01	2.881e+03	5.367e+01	2.051e+03	4.529e+01	8.560e+02	2.926e+01	2.410e+03	4.909e+01	1.425e+03	3.775e+01	2.406e+03	4.905e+01	1.484e+03	3.852e+01	1.134e+03	3.367e+01	3.423e+03	5.851e+01
19	2.642e+03	5.140e+01	1.237e+03	3.517e+01	3.101e+03	5.569e+01	2.202e+03	4.693e+01	1.016e+03	3.187e+01	2.549e+03	5.049e+01	1.478e+03	3.844e+01	2.481e+03	4.981e+01	1.560e+03	3.950e+01	1.144e+03	3.382e+01	3.623e+03	6.019e+01
20	2.871e+03	5.358e+01	1.258e+03	3.547e+01	3.179e+03	5.638e+01	2.366e+03	4.864e+01	9.910e+02	3.148e+01	2.563e+03	5.063e+01	1.599e+03	3.999e+01	2.667e+03	5.164e+01	1.662e+03	4.077e+01	1.241e+03	3.523e+01	3.753e+03	6.126e+01
21	2.866e+03	5.354e+01	1.174e+03	3.426e+01	3.397e+03	5.828e+01	2.604e+03	5.103e+01	1.135e+03	3.369e+01	2.659e+03	5.157e+01	1.577e+03	3.971e+01	2.694e+03	5.190e+01	1.952e+03	4.418e+01	1.497e+03	3.869e+01	3.992e+03	6.318e+01
22	2.968e+03	5.448e+01	1.290e+03	3.592e+01	3.542e+03	5.951e+01	2.757e+03	5.251e+01	1.166e+03	3.415e+01	2.700e+03	5.196e+01	1.722e+03	4.150e+01	3.014e+03	5.490e+01	2.005e+03	4.478e+01	1.493e+03	3.864e+01	4.094e+03	6.398e+01
23	3.287e+03	5.733e+01	1.428e+03	3.779e+01	3.625e+03	6.021e+01	2.834e+03	5.324e+01	1.226e+03	3.501e+01	2.846e+03	5.335e+01	1.787e+03	4.227e+01	3.021e+03	5.496e+01	2.137e+03	4.623e+01	1.583e+03	3.979e+01	4.518e+03	6.722e+01
24	3.371e+03	5.806e+01	1.404e+03	3.747e+01	3.903e+03	6.247e+01	3.078e+03	5.548e+01	1.316e+03	3.628e+01	3.059e+03	5.531e+01	1.929e+03	4.392e+01	3.259e+03	5.709e+01	2.187e+03	4.677e+01	1.722e+03	4.150e+01	4.751e+03	6.893e+01
25	3.592e+03	5.993e+01	1.528e+03	3.909e+01	4.103e+03	6.405e+01	3.148e+03	5.611e+01	1.401e+03	3.743e+01	3.192e+03	5.650e+01	2.018e+03	4.492e+01	3.474e+03	5.894e+01	2.312e+03	4.808e+01	1.786e+03	4.226e+01	5.075e+03	7.124e+01
